State FIPS code,State,County FIPS code,County name,Number of returns,Number of joint returns,Number with paid preparer's signature,Number of exemptions,Number of dependents,Adjusted gross income (AGI),Salaries and wages in AGI Number of returns,Salaries and wages in AGI Amount,Taxable interest Number of returns,Taxable interest Amount,Ordinary dividends Number of returns,Ordinary dividends Amount,Qualified dividends Number of returns,Qualified dividends Amount,Business or profession net income (less loss) Number of returns,Business or profession net income (less loss) Amount,Number of farm returns,Net capital gain (less loss) in AGI Number of returns,Net capital gain (less loss) in AGI Amount,Taxable individual retirement arrangement distributions Number of returns,Taxable individual retirement arrangement distributions Amount,Pensions and annuities in AGI Number of returns,Pensions and annuities in AGI Amount,Unemployment compensation Number of returns,Unemployment compensation Amount,Social Security benefits in AGI Number of returns,Social Security benefits in AGI Amount,Self-employment retirement plans Number of returns,Self-employment retirement plans Amount,Total itemized deductions Number of returns,Total itemized deductions Amount,State and local income taxes Number of returns,State and local income taxes Amount,State and local general sales taxes Number of returns,State and local general sales taxes Amount,Real estate taxes Number of returns,Real estate taxes Amount,Taxes paid Number of returns,Taxes paid Amount,Mortgage interest paid Number of returns,Mortgage interest paid Amount,Contributions Number of returns,Contributions Amount,Taxable income Number of returns,Taxable income Amount,Total tax credits Number of returns,Total tax credits Amount,Residential energy credit Number of returns,Residential energy credit Amount,Child tax credit Number of returns,Child tax credit Amount,Child and dependent care credit Number of returns,Child and dependent care credit Amount,Additional child tax credit Number of returns,Additional child tax credit Amount,Earned income credit Number of returns,Earned income credit Amount,Excess earned income credit (refundable) Number of returns,Excess earned income credit (refundable) Amount,Alternative minimum tax Number of returns,Alternative minimum tax Amount,Income tax Number of returns,Income tax Amount,Total tax liability Number of returns,Total tax liability Amount,Tax due at time of filing Number of returns,Tax due at time of filing Amount,Overpayments refunded  Number of returns,Overpayments refunded  Amount
1,AL,121,Talladega County,32340,11834,21347,68641,22396,1265264,27586,982007,9690,15357,2814,9254,2412,7214,4247,26987,511,1953,11713,2169,27523,6412,113411,3691,19570,3850,38860,48,690,7735,143449,6151,19620,1340,1771,6345,5269,7687,28527,5978,44399,6680,31754,22795,734887,10848,12251,6346,6925,1422,775,1890,1620,10196,24885,9335,22762,7001,8277,172,612,18907,102278,21030,109301,3898,9994,27591,85513
1,AL,123,Tallapoosa County,18737,6756,11857,42731,12061,736728,15665,556683,5027,13133,2070,9768,1831,6916,2671,20741,421,1727,10285,1424,21280,3863,74589,2175,12037,2404,26770,37,663,4021,81637,2952,12322,923,1223,3345,3749,3998,18259,3039,26699,3488,17088,12742,438392,6346,6560,3523,3352,936,521,900,768,5399,13682,4979,12643,4918,7432,127,646,9972,68047,11093,72425,2422,6937,15763,50808
1,AL,125,Tuscaloosa County,79203,27758,44433,162438,51467,3814570,66937,2827714,25231,59211,10417,60939,9208,48531,11172,86114,1022,7700,113461,5383,70171,14608,309215,5894,25724,9055,103063,273,5011,24300,504297,19330,80551,3930,4966,20446,21233,24135,113017,19453,169267,20828,121879,57283,2491116,26373,34040,14275,16667,4661,2439,3638,2961,19431,47321,17805,43334,14393,18216,846,5490,48756,416440,53157,438668,11787,48246,65075,207719
1,AL,127,Walker County,26037,12209,19004,58861,18242,1472334,21392,845344,7882,90297,2753,13012,2340,10499,3916,31779,604,1974,34325,1872,23331,5436,94855,2561,14661,3530,34789,28,489,5725,113226,4628,19087,970,1055,4750,3807,5699,25305,4261,30710,4998,27054,18504,1030582,8422,33398,5267,6233,727,329,1518,1254,6707,16212,6051,14161,5257,7261,197,5163,15913,201345,17891,208433,3365,9364,21963,102666
1,AL,129,Washington County,7484,2956,5252,15569,5184,304566,5858,238722,2156,4239,542,1659,444,878,1342,6242,549,463,7249,426,6988,1429,23357,815,4577,814,8164,0,0,1817,43455,1468,4826,294,367,1302,856,1803,6584,1116,6980,1466,7636,4948,181848,2382,3276,1433,1717,208,91,403,364,2127,5795,1980,5143,1496,1828,51,187,4111,25668,4767,27706,929,2392,5901,19232
1,AL,131,Wilcox County,8090,1127,3655,14116,3730,148428,3784,107692,1020,1905,395,2284,356,1836,1012,8644,276,319,4160,215,2456,765,13629,488,2691,433,3925,0,0,824,14964,651,1930,141,158,547,526,817,2828,479,3195,722,3642,2641,76159,1351,1595,774,753,124,66,183,183,2375,7592,2274,6780,1555,1831,36,72,1955,10147,2629,11894,522,1839,7233,19128
1,AL,133,Winston County,9266,4624,7227,20307,6167,339626,7531,257083,3094,6960,876,2926,778,2248,1849,14730,607,774,3795,585,7383,1581,26623,1670,7762,1045,10016,0,0,1724,34771,1369,5161,309,343,1448,1266,1715,7107,1242,10163,1439,7251,6168,195346,2735,2930,1586,1793,253,109,442,322,2837,6530,2457,5563,1970,2593,70,241,5215,28569,6206,31431,1187,3492,7742,23905
2,AK,0,Alaska,373368,128940,164068,677441,206935,21484633,312842,15475180,133380,258018,89582,377749,74803,289898,56447,905853,1238,46409,448758,20036,358027,58442,1567405,91953,304101,29159,342698,2691,52945,94306,1947909,21276,22986,28193,31509,85268,336327,90711,397810,81064,901428,67727,315835,318588,15631333,128389,160367,70247,86668,13818,7547,18281,16690,48822,90701,41741,81064,33984,43957,4475,17157,291343,2751132,304241,2913352,86303,301606,276903,1031101
2,AK,13,Aleutians East Borough,1063,279,392,1808,518,40272,847,28836,201,344,286,427,255,304,298,6473,0,38,265,0,0,65,902,301,892,50,632,0,0,95,1674,0,0,33,26,41,130,71,176,49,492,65,258,918,26759,269,258,194,204,0,0,0,0,147,287,118,249,104,116,0,0,849,3776,898,4734,333,1727,705,1654
2,AK,16,Aleutians West Census Area,2292,638,1101,4063,1181,108868,2108,91942,443,443,419,1047,358,815,299,5389,0,98,1368,60,756,263,4128,748,2221,60,566,0,0,428,7913,41,56,155,115,191,631,288,860,187,2229,276,703,2050,75086,615,715,418,539,27,13,26,24,298,504,251,446,180,203,0,0,1888,11679,1944,12549,412,1474,1841,4511
2,AK,20,Anchorage Municipality,162143,52429,67758,286512,83647,10334917,138321,7479903,60170,127963,37142,226397,31466,177725,20323,403511,322,22250,240813,8842,164575,24314,650192,36747,114439,11811,146404,1473,30401,47610,1046483,13658,13101,3533,4162,44215,206391,46023,225654,41666,490121,35621,171755,140968,7673518,56813,73163,28060,33667,7026,3926,8468,8259,19774,38025,17150,34587,14033,18081,2738,11429,129349,1428707,133817,1498879,36644,126203,121638,441796
2,AK,50,Bethel Census Area,7182,2110,2256,15395,6824,251309,6363,210266,1003,763,746,1117,474,746,1248,7886,0,184,879,81,956,650,10223,2471,8690,203,1666,0,0,452,8138,66,185,253,354,157,411,377,1042,362,4106,285,1517,4993,156107,2550,2481,2072,2071,162,87,133,101,2171,4387,1952,4019,1416,2013,27,33,4349,23462,4807,25014,1440,2315,5508,16444
2,AK,60,Bristol Bay Borough,602,195,368,987,240,32550,488,22441,216,254,258,480,241,407,260,2758,0,64,1080,28,353,93,2086,103,371,59,783,0,0,78,1581,23,64,0,0,63,137,71,222,61,589,49,457,523,24736,175,227,91,121,0,0,24,15,51,70,31,44,25,25,0,0,499,4002,538,4514,198,851,388,954
2,AK,68,Denali Borough,1162,435,524,2015,515,66904,989,51120,534,893,259,666,208,381,174,997,0,162,1250,58,819,173,6128,377,1370,98,1167,0,0,202,3862,60,65,34,27,90,263,156,370,156,1567,141,589,1042,49467,352,438,186,274,26,11,60,54,100,136,69,112,52,69,0,0,991,8149,1028,8470,230,606,907,2590
2,AK,70,Dillingham Census Area,2319,643,1582,4406,1713,90420,1845,67008,400,638,1530,2047,1434,1791,794,7336,0,116,1028,29,560,193,4239,548,1775,111,1098,0,0,206,4104,20,325,142,168,155,451,193,961,154,1574,152,854,1744,59687,784,840,628,691,40,21,52,41,510,875,405,686,315,400,0,0,1538,9019,1814,10313,693,1587,1490,4020
2,AK,90,Fairbanks North Star Borough,50393,18393,20531,91399,26851,2833498,43549,2127040,17723,34265,11309,30415,9566,21056,5723,65038,217,5801,43521,2477,42236,8415,249341,11265,35115,3671,43574,202,3394,11262,212738,2674,2204,1956,3631,10221,35225,10763,40998,9537,95559,7667,35740,44186,2070838,18261,22359,9531,12434,2286,1302,2606,2277,6009,11185,5272,10330,4415,6011,382,1348,40224,354655,41450,368634,10264,33267,39092,132201
2,AK,100,Haines Borough,1400,508,633,2368,545,62899,1061,35141,617,1718,333,1238,227,772,377,4076,0,237,1904,109,1812,266,7204,361,1127,151,1535,0,0,238,4235,31,82,165,167,204,578,228,852,172,1538,165,691,1107,43906,417,491,216,234,37,13,82,65,219,309,159,240,103,125,0,0,1020,7178,1141,7988,380,1021,954,2996
2,AK,105,Hoonah-Angoon Census Area,1057,381,466,1827,454,40930,800,24367,351,774,308,917,205,618,328,3080,0,141,1603,65,941,189,4135,339,1129,120,1098,0,0,98,1804,0,0,48,53,42,107,82,261,66,581,58,245,771,27250,286,266,163,173,0,0,36,30,231,327,183,285,106,118,0,0,703,4188,787,4822,260,913,749,1972
2,AK,110,Juneau City and Borough,18029,6087,7471,30710,8289,1079503,15195,758030,7400,13807,5122,14693,4018,10180,2835,53792,33,2755,14961,1160,18034,3419,110505,4142,11787,1582,18191,217,4281,5124,100562,524,797,3556,4469,4755,16545,5012,22438,4466,51117,3571,12801,15998,794682,6024,7179,2981,3815,813,427,985,877,1555,2448,1292,2166,1006,1234,196,644,15059,135042,15497,144217,4851,17118,12776,37954
2,AK,122,Kenai Peninsula Borough,29789,11805,14431,53707,15097,1660582,23066,1085320,11742,24874,6809,22047,5734,15563,6487,94468,240,4483,36078,2247,47878,5443,149028,7536,27709,3532,41467,224,4285,7242,140905,874,1773,5351,7321,6481,16513,7080,26674,5964,58773,5221,25382,24925,1208773,9316,12518,4959,6339,641,306,1733,1547,3464,6013,2738,4942,2230,2861,339,1182,23017,207360,24504,224225,8085,36697,20440,166442
2,AK,130,Ketchikan Gateway Borough,7479,2606,4191,13064,3685,386995,6118,268301,2980,6987,1775,7005,1287,5295,1324,23196,0,974,11198,510,8351,1251,30967,2036,6206,707,8366,64,1809,1742,34765,145,592,1319,1769,1575,4373,1703,6899,1450,15515,1217,5394,6259,280689,2361,2719,1362,1616,225,117,315,279,977,1703,819,1509,631,738,68,324,5777,46778,6053,50772,1721,6400,5494,16026
2,AK,150,Kodiak Island Borough,7320,2707,3799,14026,4639,377601,6167,250103,2660,4182,1613,7499,1391,6412,1556,30095,27,860,9320,289,4403,845,20294,1771,5391,512,5908,98,1529,1654,33101,149,310,1261,1699,1496,4969,1611,7185,1422,14718,1222,5274,6278,258235,2823,3221,1652,2079,263,154,276,236,1056,1953,895,1759,841,1032,73,203,5550,41080,5826,45613,1828,9460,5301,15964
2,AK,164,Lake and Peninsula Borough,782,242,404,1445,489,29637,662,19376,202,194,481,862,452,759,270,2537,0,59,328,23,425,54,1045,244,868,42,467,0,0,34,681,0,0,0,0,0,0,24,53,21,178,23,160,611,19193,252,285,176,203,0,0,22,23,159,260,133,217,95,114,0,0,535,2675,594,3134,222,928,539,1606
2,AK,170,Matanuska-Susitna Borough,42477,17908,20245,84024,27715,2424080,34357,1775165,16576,22877,7688,18461,6149,11531,6723,88050,275,5016,53754,2613,44093,7802,199415,12031,45990,3767,41407,218,3980,13183,257120,2103,1923,8255,4878,12283,40832,12892,49552,11767,125729,8822,37526,35848,1710441,14880,19348,9156,12465,1355,696,2289,1893,5378,10115,4525,8576,3795,5125,424,1299,32967,283254,34761,301359,10142,31476,30966,102108
2,AK,180,Nome Census Area,4127,1035,1711,8248,3499,170338,3684,133995,731,918,624,1239,481,932,548,6125,0,229,2165,89,1598,389,8465,1384,5282,181,1923,0,0,322,5428,50,88,199,238,252,513,305,874,264,2703,189,971,3116,114322,1525,1561,1180,1242,97,54,76,64,1077,2090,984,1963,737,881,28,57,2707,18262,2857,19517,742,1838,3291,9667
2,AK,185,North Slope Borough,4078,785,2364,6464,2578,171091,2920,135891,458,347,3119,12227,3040,11876,300,3524,0,107,406,43,843,321,7892,706,2475,182,2323,0,0,363,6763,177,137,46,48,206,714,327,967,241,2562,274,1639,3538,121977,998,1317,849,1153,48,32,29,31,343,626,301,592,398,466,42,63,3099,18719,3171,19296,582,1320,3407,9233
2,AK,188,Northwest Arctic Borough,2944,726,1148,6017,2663,125763,2515,99168,321,366,2342,7134,2196,6662,285,3530,0,70,189,60,557,293,5033,1021,3541,139,1307,0,0,196,3417,52,72,66,104,69,198,151,409,140,1453,128,713,2349,85347,1089,1299,929,1087,87,43,47,42,465,842,427,806,499,579,21,34,1945,12603,2018,13236,582,1344,2262,6247
2,AK,195,Petersburg Census Area,2102,763,1173,3593,978,94819,1525,52850,926,2083,596,2489,413,1483,829,17835,0,369,2767,151,2988,319,8058,517,1599,214,2519,53,849,414,8156,33,147,275,345,351,1016,396,1539,306,2834,285,1688,1739,69128,641,732,338,411,64,31,81,73,253,444,192,366,167,199,28,127,1606,10686,1765,13423,768,4223,1252,3392
2,AK,198,Prince of Wales-Hyder Census Area,2499,908,1143,4658,1438,99841,2060,73821,741,927,472,1107,319,743,571,6913,0,207,1295,77,1478,338,6577,936,3325,213,2061,0,0,276,5293,52,180,134,179,140,326,235,702,202,1878,193,1109,1933,66314,755,932,534,609,38,21,78,64,481,893,412,796,302,340,0,0,1743,9712,1871,11092,573,1831,1830,5245
2,AK,220,Sitka City and Borough,4885,1677,3107,8377,2259,254991,3877,161619,2110,4749,1487,6883,915,5289,1291,20599,0,738,6591,358,4861,880,22653,885,2638,511,5449,63,941,1099,22892,101,362,845,1055,986,2474,1070,3978,899,10768,713,2967,4190,181024,1692,1827,849,1036,245,122,227,165,585,893,418,742,366,447,41,238,3838,30026,4083,33573,1330,5182,3416,12020
2,AK,230,Skagway Municipality,679,202,254,1006,188,34545,586,23268,282,654,128,219,99,119,142,7323,0,92,247,28,338,86,1491,281,1154,51,530,0,0,115,1985,21,19,44,37,97,212,107,290,88,981,69,212,598,25717,145,286,65,88,30,17,0,0,50,61,28,45,21,21,0,0,578,4488,608,4993,138,1255,528,1541
2,AK,240,Southeast Fairbanks Census Area,3608,1580,1740,7326,2445,171444,2921,127545,1165,1670,777,1173,621,749,600,4382,92,338,1437,161,2347,710,17910,1099,4451,338,3268,0,0,500,9335,151,162,35,28,146,313,300,539,365,3988,337,2644,2961,117058,1180,1464,791,1038,72,41,182,153,600,1180,510,1017,413,620,0,0,2653,17748,2854,18856,818,1853,2676,8223
2,AK,261,Valdez-Cordova Census Area,5544,2004,2523,9680,2737,319932,4459,210244,2141,3360,1377,6494,1132,5063,1392,28265,32,680,11987,275,4659,887,24782,1426,4847,462,5283,79,1476,977,18152,271,342,269,371,777,2375,892,3252,785,7632,727,3410,4787,241846,1665,2116,883,1230,140,67,309,267,578,896,450,739,336,420,68,176,4462,40715,4655,44974,1600,7825,3758,11050
2,AK,270,Wade Hampton Census Area,3001,688,945,6783,3433,68086,2729,54643,202,130,214,298,129,149,553,1950,0,32,333,32,224,176,1807,1230,4408,52,321,0,0,50,981,0,0,0,0,32,66,44,119,32,223,28,107,1782,31372,1215,981,1101,880,26,12,31,18,1258,2544,1154,2356,837,1108,0,0,1416,3495,1681,3962,506,370,2414,6943
2,AK,275,Wrangell City and Borough,1214,439,689,2017,514,48226,865,30220,501,1190,360,1000,189,674,402,4371,0,158,1531,76,900,218,4343,262,1007,145,1492,0,0,212,3710,0,0,166,223,155,352,199,624,152,1299,147,625,964,32171,332,354,170,202,32,15,46,41,185,316,142,247,114,134,0,0,883,4654,984,5435,343,1273,804,2073
2,AK,282,Yakutat City and Borough,324,93,152,538,149,13859,266,9731,104,117,89,94,56,48,123,650,0,25,38,0,0,37,958,78,189,27,339,0,0,46,614,0,0,28,24,35,64,42,91,31,237,27,113,270,10117,86,107,54,79,0,0,0,0,39,66,31,57,31,31,0,0,248,1691,264,1885,93,421,219,447
2,AK,290,Yukon-Koyukuk Census Area,2874,674,967,4978,1652,90733,2499,67826,480,531,1919,2074,1748,1756,392,1704,0,126,422,95,1042,353,7604,1108,4105,168,1554,0,0,88,1517,0,0,25,18,53,148,69,229,59,484,55,291,2140,55573,888,883,659,688,38,19,68,51,809,1253,700,1171,416,446,0,0,1849,7329,1971,7873,525,828,2258,5782
4,AZ,0,Arizona,2717973,1042276,1463532,5874662,1951156,140664907,2214050,100116562,901341,2206998,485268,3110660,426612,2264747,402345,3976503,8576,409070,4272086,263234,4484251,537778,11518239,256033,1689419,333866,3987369,11480,227716,920990,21785327,628881,2750177,261193,390057,829431,2039180,916892,5551816,762128,8598607,759839,2725624,1991420,89422573,910449,1136556,492479,581452,104016,53899,104328,124273,571139,1295095,508037,1145618,508984,755929,42580,237796,1690894,15139684,1859722,16001140,487924,1819011,2116081,6625035
4,AZ,1,Apache County,23938,7465,15639,60024,26437,804827,20798,664745,3022,3883,962,2561,805,1648,3133,13227,1093,828,4299,761,11145,4144,79234,3461,22712,1704,16581,0,0,3103,63242,1631,4911,1229,1724,1805,2622,2973,10223,1802,14230,2320,11001,14978,419536,7940,9256,5511,6524,745,363,800,635,10115,25123,9480,23033,7331,9324,180,359,11586,54608,13519,58665,2303,5189,21025,69964
4,AZ,3,Cochise County,53961,23830,25658,114980,36016,2404525,42593,1727458,17913,29366,8575,27714,7450,18465,7063,49034,656,6496,25253,4564,56903,15138,374019,4176,25184,7741,80955,112,1907,14586,285349,9953,34951,4171,6874,13331,25822,14532,73746,12132,113421,11275,39727,38814,1489951,16632,19191,9206,11260,1742,901,2144,2259,12965,31174,11679,28269,9581,12755,315,1197,33804,221700,36990,233996,9415,23812,42221,123320
4,AZ,5,Coconino County,56641,19760,31200,114945,37575,2687177,48804,1931463,16999,33935,8935,124717,7857,110205,8449,74984,448,7240,51499,3719,65329,9111,206768,6141,36071,5106,62752,241,4631,16481,416752,11208,45270,4747,7600,14184,34142,16404,93923,13068,153670,13647,70749,41389,1670111,18584,22439,10005,12223,2187,974,1960,1983,12738,26622,11268,23987,9402,12378,738,4200,35348,262748,38645,279537,9231,30157,45544,129878
4,AZ,7,Gila County,21591,9229,13587,44997,13421,865347,15624,548653,7277,14478,3703,14915,3199,9300,3526,21396,144,3113,13723,2844,42675,6409,132233,2082,13365,4141,44633,40,360,6172,131252,3251,11160,2712,3657,5641,13230,6149,30776,4645,43067,5019,16297,14444,502451,5751,6978,3208,3954,399,194,832,765,5387,12219,4855,10856,3763,4770,166,1040,12517,73645,14083,78760,3716,9788,16504,45505
4,AZ,9,Graham County,10865,5144,6578,26750,10588,463227,8997,355197,3091,6087,1153,3217,977,2260,1454,6569,207,909,5228,880,12296,2335,45547,1287,8484,1255,12786,0,0,2853,56295,1984,5849,797,1922,2549,3182,2847,12275,2272,18382,2205,12791,7688,269993,3826,5396,2621,3701,231,105,430,470,3007,7112,2773,6422,2365,3271,69,225,6384,36544,7161,39052,1871,5384,8608,25424
4,AZ,11,Greenlee County,3054,1398,1879,7270,2833,148858,2647,129730,717,613,258,574,222,332,257,195,96,200,803,230,2662,661,10803,487,3408,269,2557,0,0,402,6730,291,1053,98,159,313,344,401,1752,278,1925,282,1222,2452,97850,1187,2705,875,1363,52,24,100,124,516,1103,461,1014,387,490,0,0,2179,12810,2291,13167,585,1457,2369,6369
4,AZ,12,La Paz County,6547,2508,3493,14035,4388,217483,4893,145554,1789,6417,648,2014,554,1311,885,2879,68,610,4091,559,6430,1615,32179,612,3840,1015,9696,0,0,1192,25187,679,2382,454,1241,960,2092,1172,6290,821,7406,921,2432,4245,115072,1653,1548,1082,1075,135,76,134,138,1902,4239,1696,3901,1481,2085,35,85,3464,15915,3856,17153,1024,2434,5096,14243
4,AZ,13,Maricopa County,1677830,625109,902169,3656464,1227431,94045721,1389244,68049420,563534,1468968,313156,2193777,275616,1630845,253625,2719057,2572,266772,3308733,158413,2792806,302446,6251779,143825,970386,187446,2318839,8145,167557,604967,14917448,427112,2001480,158415,236676,544508,1328847,602378,3820833,506583,6018673,505443,1870794,1251565,61194168,581609,744994,312451,367322,69207,36527,67564,80667,315808,710034,278515,620703,312657,490467,31148,178320,1063804,10755666,1165388,11340199,311937,1269562,1299342,4220354
4,AZ,15,Mohave County,79480,33146,48475,159457,45301,3072530,58343,1895288,25525,58554,11058,28749,9552,17461,10635,79385,269,9916,60788,9246,134532,21762,449593,9729,70749,14201,135789,139,2394,21549,462457,11931,44448,8766,11517,19311,36422,21433,101638,17354,170678,16445,42800,53762,1768297,18886,19819,10344,11552,2021,953,2228,3037,19303,43388,17188,39427,13058,17421,536,2582,46754,275804,51663,294419,13301,41622,61086,182189
4,AZ,17,Navajo County,37513,15319,23484,90400,35226,1396438,30686,1016615,8611,16375,3867,13436,3355,9063,5404,29377,745,3409,18591,2771,40034,8030,162720,5539,33920,4428,45983,54,833,8689,184426,4907,14858,3429,5883,7210,14591,8585,38831,6378,57735,6969,29797,24148,755040,11772,13671,7650,9312,880,402,1412,1172,12953,31144,11976,28341,9586,13009,307,1004,19432,102947,22519,110821,4897,13872,31156,96302
4,AZ,19,Pima County,422175,158549,213383,856857,265605,20886880,335738,14396630,155019,347900,85468,475218,75662,319132,61569,613718,724,68554,495236,45896,763523,93657,2177161,33367,213066,59883,730743,1988,37775,144090,3207142,96560,379736,42370,63177,131504,381517,143500,879587,117161,1199799,119051,405612,314176,13221839,140022,165163,67585,78883,16142,8000,17106,21674,89879,205430,79881,181927,69756,96402,6417,35972,270583,2162805,296588,2286337,76072,244753,328015,963082
4,AZ,21,Pinal County,125967,55456,63309,286310,99498,5617283,102566,4130858,37338,58645,17579,59227,15245,35355,16387,108574,546,14885,80806,13255,229128,29189,611892,12769,89042,18036,208384,238,3329,43046,839578,28239,80046,13330,20046,39481,84796,42897,201676,36990,357999,33062,83544,93366,3312132,44104,57216,28120,37332,5141,2779,4114,4546,29595,65210,26660,58662,24266,34759,872,3709,78207,458685,85827,489988,21837,64300,98997,289944
